player;nationality;position;squad;age;birth_year;value;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;passes;passes_pct;passes_total_distance;passes_progressive_distance;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;touches;dribbles_completed;dribbles;dribbles_completed_pct;LigaRk;CL;WinCL;Season
Ibrahima Sissoko;FRA;MF;Strasbourg;21;1997;$ 4.000.000,00;193;Midfielder - Defensive Midfield;right;Ligue 1;23;18;1598;0;1;0;0;0;0,06;0,06;0;0,06;16;1;0;6,3;0,9;0,06;0;0;667;83,1;10492;2651;22;5;0;17;24;888;15;27;55,6;10;0;0;201920#
Adrien Thomasson;FRA;MF;Strasbourg;25;1993;$ 6.000.000,00;177;Midfielder - Attacking Midfield;left;Ligue 1;25;24;2072;8;1;0;0;0,35;0,04;0,39;0,35;0,39;50;17;0;34;2,17;0,74;0,16;0,47;950;77,5;12343;3164;24;2;0;22;7;1234;28;50;56;10;0;0;201920#
Mootaz Zemzemi;TUN;MF;Strasbourg;19;1999;$ 400,00;183;Midfielder - Left Midfield;left;Ligue 1;1;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;3,91;0;0;0;14;78,6;258;59;0;0;0;0;1;20;0;1;0;10;0;0;201920#
KÈvin Zohi;MLI;FW,MF;Strasbourg;22;1996;$ 1.000.000,00;177;Forward - Centre-Forward;right;Ligue 1;17;5;530;1;1;0;0;0,17;0,17;0,34;0,17;0,34;16;5;0;31,3;2,72;0,85;0,06;0,2;154;70,8;1848;499;3;0;0;3;1;228;16;25;64;10;0;0;201920#
Ola Aina;NGA;DF;Torino;22;1996;$ 7.000.000,00;184;Defender - Right-Back;right;Serie A;32;20;2079;0;2;0;0;0;0,09;0,09;0;0,09;12;2;0;16,7;0,52;0,09;0;0;1160;74,4;15454;6409;70;9;0;61;26;1476;56;94;59,6;16;0;0;201920#
Cristian Ansaldi;ARG;DF,MF;Torino;32;1986;$ 4.000.000,00;181;Defender - Left-Back;both;Serie A;27;21;1768;4;4;0;0;0,2;0,2;0,41;0,2;0,41;28;8;1;28,6;1,43;0,41;0,14;0,5;825;70,5;12734;4919;28;3;0;25;12;1085;53;84;63,1;16;0;0;201920#
Daniele Baselli;ITA;MF;Torino;27;1992;$ 7.000.000,00;182;Midfielder - Central Midfield;right;Serie A;16;16;1278;0;2;0;0;0;0,14;0,14;0;0,14;7;3;1;42,9;0,49;0,21;0;0;724;80,7;11724;3008;32;5;0;27;15;897;13;20;65;16;0;0;201920#
Andrea Belotti;ITA;FW;Torino;25;1993;$ 32.000.000,00;181;Forward - Centre-Forward;right;Serie A;36;34;3008;16;3;7;8;0,48;0,09;0,57;0,27;0,36;95;33;3;34,7;2,84;0,99;0,09;0,27;750;66,9;7545;1723;26;6;0;20;10;1234;41;78;52,6;16;0;0;201920#
?Ålex Berenguer;ESP;MF,FW;Torino;24;1995;$ 4.000.000,00;175;Forward - Left Winger;right;Serie A;29;21;1823;6;2;0;0;0,3;0,1;0,39;0,3;0,39;40;13;0;32,5;1,97;0,64;0,15;0,46;791;74,2;9679;2780;34;1;0;33;15;1079;71;108;65,7;16;0;0;201920#
Kevin Bonifazi;ITA;DF;Torino;23;1996;$ 4.000.000,00;187;Defender - Centre-Back;right;Serie A;3;3;247;1;0;0;0;0,36;0;0,36;0,36;0,36;3;1;0;33,3;1,09;0,36;0,33;1;88;86,4;1761;606;3;2;0;1;5;124;1;1;100;16;0;0;201920#
Gleison Bremer;BRA;DF;Torino;22;1997;$ 5.000.000,00;188;Defender - Centre-Back;right;Serie A;27;27;2270;3;1;0;0;0,12;0,04;0,16;0,12;0,16;11;6;0;54,5;0,44;0,24;0,27;0,5;1125;81,9;19770;5946;68;24;0;44;51;1482;14;18;77,8;16;0;0;201920#
Lorenzo De Silvestri;ITA;DF;Torino;31;1988;$ 2.000.000,00;186;Defender - Right-Back;right;Serie A;29;28;2243;0;0;0;0;0;0;0;0;0;23;5;0;21,7;0,92;0,2;0;0;959;72,3;11993;4997;46;7;0;39;11;1196;6;14;42,9;16;0;0;201920#
Koffi Djidji;CIV;DF;Torino;26;1992;$ 3.000.000,00;184;Defender - Centre-Back;right;Serie A;17;9;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395;87,6;7235;2218;41;22;0;19;9;531;7;8;87,5;16;0;0;201920#
Simone Edera;ITA;MF,FW;Torino;22;1997;$ 80.000,00;174;Forward - Right Winger;left;Serie A;13;4;398;1;1;0;0;0,23;0,23;0,45;0,23;0,45;14;7;1;50;3,17;1,58;0,07;0,14;130;78,5;1919;500;2;1;0;1;2;200;4;14;28,6;16;0;0;201920#
Iago Falque;ESP;MF,FW;Torino;29;1990;$ 6.000.000,00;174;Forward - Right Winger;left;Serie A;4;1;102;0;0;0;0;0;0;0;0;0;3;2;0;66,7;2,65;1,76;0;0;64;84,4;975;161;4;1;0;3;0;76;3;4;75;16;0;0;201920#
Armando Izzo;ITA;DF;Torino;27;1992;$ 16.000.000,00;183;Defender - Centre-Back;right;Serie A;31;30;2686;1;0;0;0;0,03;0;0,03;0,03;0,03;12;4;0;33,3;0,4;0,13;0,08;0,25;1376;80,1;23159;7799;67;32;0;35;43;1732;11;14;78,6;16;0;0;201920#
Diego Laxalt;URU;DF,MF;Torino;26;1993;$ 5.000.000,00;178;Defender - Left-Back;left;Serie A;16;4;596;0;1;0;0;0;0,15;0,15;0;0,15;5;1;0;20;0,76;0,15;0;0;297;72,1;3424;1197;21;3;0;18;5;396;3;12;25;16;0;0;201920#
Sasa Lukic;SRB;MF;Torino;22;1996;$ 3.500.000,00;183;Midfielder - Central Midfield;right;Serie A;30;20;1861;1;1;0;0;0,05;0,05;0,1;0,05;0,1;18;4;0;22,2;0,87;0,19;0,06;0,25;843;86,4;12778;3218;36;8;0;28;17;1030;19;34;55,9;16;0;0;201920#
Lyanco;BRA;DF;Torino;22;1997;$ 6.000.000,00;187;Defender - Centre-Back;right;Serie A;17;15;1176;0;0;0;0;0;0;0;0;0;4;0;0;0;0,31;0;0;0;649;85,1;12422;4377;39;22;0;17;15;810;10;16;62,5;16;0;0;201920#
Soualiho MeitÈ;FRA;MF;Torino;25;1994;$ 7.000.000,00;187;Midfielder - Central Midfield;right;Serie A;33;23;2201;0;2;0;0;0;0,08;0,08;0;0,08;22;3;0;13,6;0,9;0,12;0;0;936;82,2;14614;3291;45;6;0;39;19;1213;63;89;70,8;16;0;0;201920#
Vincenzo Millico;ITA;MF,FW;Torino;18;2000;$ 1.000.000,00;174;Forward - Left Winger;right;Serie A;11;0;216;0;0;0;0;0;0;0;0;0;6;0;0;0;2,5;0;0;0;85;70,6;1363;266;4;0;0;4;0;114;6;9;66,7;16;0;0;201920#
Michel Ndary Adopo;FRA;DF;Torino;19;2000;$ 20.000,00;187;Midfielder - Central Midfield;right;Serie A;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;100;39;8;1;1;0;0;0;8;0;0;0;16;0;0;201920#
Nicolas Nkoulou;CMR;DF;Torino;29;1990;$ 10.000.000,00;184;Defender - Centre-Back;right;Serie A;31;30;2692;1;0;0;0;0,03;0;0,03;0,03;0,03;10;3;0;30;0,33;0,1;0,1;0,33;1139;89,6;22832;4932;78;29;0;49;47;1512;10;11;90,9;16;0;0;201920#
Tom·s Rincan;VEN;MF;Torino;31;1988;$ 5.000.000,00;177;Midfielder - Defensive Midfield;right;Serie A;32;31;2702;1;3;0;0;0,03;0,1;0,13;0,03;0,13;18;7;0;38,9;0,6;0,23;0,06;0,14;1303;82,2;21416;5768;36;4;0;32;24;1626;37;47;78,7;16;0;0;201920#
Wilfried Singo;CIV;DF;Torino;18;2000;$ 15.000,00;190;Defender - Right-Back;right;Serie A;4;1;132;1;0;0;0;0,68;0;0,68;0,68;0,68;2;1;0;50;1,36;0,68;0,5;1;70;75,7;937;282;1;0;0;1;1;85;4;4;100;16;0;0;201920#
Simone Verdi;ITA;MF,FW;Torino;27;1992;$ 13.000.000,00;174;Midfielder - Attacking Midfield;both;Serie A;33;26;2073;2;6;0;0;0,09;0,26;0,35;0,09;0,35;54;14;11;25,9;2,34;0,61;0,04;0,14;904;70,7;12872;3928;19;0;0;19;6;1158;52;80;65;16;0;0;201920#
Simone Zaza;ITA;FW;Torino;28;1991;$ 7.000.000,00;186;Forward - Centre-Forward;left;Serie A;24;16;1640;6;1;0;0;0,33;0,05;0,38;0,33;0,38;50;22;2;44;2,74;1,21;0,12;0,27;331;64,4;3525;559;14;0;0;14;6;581;12;24;50;16;0;0;201920#
Toby Alderweireld;BEL;DF;Tottenham;30;1989;$ 24.000.000,00;186;Defender - Centre-Back;right;Premier League;33;33;2957;2;2;0;0;0,06;0,06;0,12;0,06;0,12;16;5;0;31,3;0,49;0,15;0,13;0,4;1895;82,7;37304;9766;69;34;1;35;11;2265;0;2;0;6;0;0;201920#
Dele Alli;ENG;MF,FW;Tottenham;23;1996;$ 52.000.000,00;188;Midfielder - Attacking Midfield;right;Premier League;25;21;1847;8;4;1;1;0,39;0,19;0,58;0,34;0,54;39;18;0;46,2;1,9;0,88;0,18;0,39;805;77,1;10289;2384;53;7;0;46;7;1132;32;63;50,8;6;0;0;201920#
Serge Aurier;CIV;DF;Tottenham;26;1992;$ 16.000.000,00;176;Defender - Right-Back;right;Premier League;33;31;2700;1;5;0;0;0,03;0,17;0,2;0,03;0,2;13;4;0;30,8;0,43;0,13;0,08;0,25;1654;76,3;20973;7402;58;7;0;51;29;2057;46;73;63;6;0;0;201920#
Steven Bergwijn;NED;FW,MF;Tottenham;21;1997;$ 28.000.000,00;178;Forward - Left Winger;right;Premier League;14;8;704;3;1;0;0;0,38;0,13;0,51;0,38;0,51;9;4;0;44,4;1,15;0,51;0,33;0,75;259;86,9;3150;545;11;0;0;11;5;351;10;26;38,5;6;0;0;201920#
Ben Davies;WAL;DF;Tottenham;26;1993;$ 17.000.000,00;181;Defender - Left-Back;left;Premier League;18;16;1431;0;0;0;0;0;0;0;0;0;7;1;0;14,3;0,44;0,06;0;0;956;76,4;13130;5294;43;13;0;30;12;1139;8;15;53,3;6;0;0;201920#
Eric Dier;ENG;DF,MF;Tottenham;25;1994;$ 22.000.000,00;188;Defender - Centre-Back;right;Premier League;19;15;1344;0;2;0;0;0;0,13;0,13;0;0,13;8;1;1;12,5;0,54;0,07;0;0;876;81,4;15425;4283;26;11;0;15;6;1035;3;5;60;6;0;0;201920#
Christian Eriksen;DEN;MF,FW;Tottenham;27;1992;$ 68.000.000,00;182;Midfielder - Attacking Midfield;both;Premier League;20;10;1097;2;2;0;0;0,16;0,16;0,33;0,16;0,33;26;9;7;34,6;2,13;0,74;0,08;0,22;743;73,9;10145;2771;19;1;0;18;8;868;3;12;25;6;0;0;201920#
Gedson Fernandes;POR;MF,DF;Tottenham;20;1999;$ 13.000.000,00;184;Midfielder - Central Midfield;right;Premier League;7;0;68;0;0;0;0;0;0;0;0;0;2;0;0;0;2,65;0;0;0;51;78,4;576;169;1;0;0;1;0;66;2;5;40;6;0;0;201920#
Juan Foyth;ARG;DF;Tottenham;21;1998;$ 13.000.000,00;187;Defender - Centre-Back;right;Premier League;4;1;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;88,3;1027;341;2;0;0;2;3;77;1;3;33,3;6;0;0;201920#
Son Heung-min;KOR;FW,MF;Tottenham;27;1992;$ 75.000.000,00;184;Forward - Left Winger;both;Premier League;30;28;2476;11;10;0;1;0,4;0,36;0,76;0,4;0,76;81;39;1;48,1;2,94;1,42;0,14;0,28;882;79,9;11213;2547;28;0;0;28;13;1241;67;116;57,8;6;0;0;201920#
Harry Kane;ENG;FW;Tottenham;26;1993;$ 120.000.000,00;188;Forward - Centre-Forward;right;Premier League;29;29;2587;18;2;2;2;0,63;0,07;0,7;0,56;0,63;78;34;7;43,6;2,71;1,18;0,21;0,47;592;66,6;6934;1849;31;12;0;19;4;923;28;59;47,5;6;0;0;201920#
…rik Lamela;ARG;MF,FW;Tottenham;27;1992;$ 16.000.000,00;184;Forward - Right Winger;left;Premier League;25;12;1215;2;1;0;0;0,15;0,07;0,22;0,15;0,22;29;8;4;27,6;2,15;0,59;0,07;0,25;596;78,7;7270;1418;19;3;0;16;9;772;31;45;68,9;6;0;0;201920#
Giovani Lo Celso;ARG;MF,FW;Tottenham;23;1996;$ 40.000.000,00;177;Midfielder - Attacking Midfield;left;Premier League;28;15;1492;0;2;0;0;0;0,12;0,12;0;0,12;18;3;1;16,7;1,09;0,18;0;0;1005;82,8;15375;3976;30;6;0;24;14;1233;38;68;55,9;6;0;0;201920#
Lucas Moura;BRA;FW,MF;Tottenham;26;1992;$ 25.000.000,00;172;Forward - Right Winger;right;Premier League;35;25;2242;4;4;0;0;0,16;0,16;0,32;0,16;0,32;56;13;0;23,2;2,25;0,52;0,07;0,31;799;72,7;8736;2505;40;2;0;38;14;1190;71;114;62,3;6;0;0;201920#
Tanguy Ndombele;FRA;MF;Tottenham;22;1996;$ 40.000.000,00;181;Midfielder - Central Midfield;right;Premier League;21;12;1009;2;2;0;0;0,18;0,18;0,36;0,18;0,36;9;4;0;44,4;0,8;0,36;0,22;0,5;629;84,6;9408;2731;27;4;0;23;9;772;36;50;72;6;0;0;201920#
Troy Parrott;IRL;MF;Tottenham;17;2002;$ 3.000.000,00;185;Forward - Centre-Forward;right;Premier League;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;100;92;25;0;0;0;0;0;5;0;0;0;6;0;0;201920#
Danny Rose;ENG;DF;Tottenham;29;1990;$ 16.000.000,00;173;Defender - Left-Back;left;Premier League;12;10;893;0;0;0;0;0;0;0;0;0;2;0;0;0;0,2;0;0;0;572;76;7666;3188;23;7;0;16;6;682;11;22;50;6;0;0;201920#
Davinson S·nchez;COL;DF;Tottenham;23;1996;$ 48.000.000,00;187;Defender - Centre-Back;right;Premier League;29;27;2431;0;0;0;0;0;0;0;0;0;8;3;0;37,5;0,3;0,11;0;0;1496;86,8;28029;8014;56;29;0;27;23;1791;8;11;72,7;6;0;0;201920#
Ryan Sessegnon;ENG;DF;Tottenham;19;2000;$ 31.000.000,00;178;Defender - Left-Back;left;Premier League;6;4;342;0;0;0;0;0;0;0;0;0;1;0;0;0;0,26;0;0;0;195;74,4;2401;925;4;0;0;4;4;238;2;3;66,7;6;0;0;201920#
Moussa Sissoko;FRA;MF;Tottenham;29;1989;$ 20.000.000,00;187;Midfielder - Central Midfield;right;Premier League;29;28;2452;2;1;0;0;0,07;0,04;0,11;0,07;0,11;14;4;0;28,6;0,51;0,15;0,14;0,5;1279;86,5;19236;3940;38;5;0;33;22;1537;41;67;61,2;6;0;0;201920#
Oliver Skipp;ENG;MF,DF;Tottenham;18;2000;$ 7.000.000,00;175;Midfielder - Defensive Midfield;right;Premier League;7;1;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;86,8;626;152;3;1;0;2;0;46;2;2;100;6;0;0;201920#
Japhet Tanganga;ENG;DF;Tottenham;20;1999;$ 7.000.000,00;184;Defender - Centre-Back;right;Premier League;6;6;525;0;0;0;0;0;0;0;0;0;3;1;0;33,3;0,51;0,17;0;0;232;81;3242;1096;12;5;1;7;9;320;7;10;70;6;0;0;201920#
Jan Vertonghen;BEL;DF;Tottenham;32;1987;$ 14.000.000,00;189;Defender - Centre-Back;left;Premier League;23;19;1645;1;1;0;0;0,05;0,05;0,11;0,05;0,11;4;2;0;50;0,22;0,11;0,25;0,5;1112;83,6;19299;5954;30;10;0;20;22;1327;2;5;40;6;0;0;201920#
Kyle Walker-Peters;ENG;DF;Tottenham;22;1997;$ 8.000.000,00;173;Defender - Right-Back;right;Premier League;3;3;241;0;0;0;0;0;0;0;0;0;1;0;0;0;0,37;0;0;0;214;85,5;3054;763;6;2;0;4;2;244;3;4;75;6;0;0;201920#
Victor Wanyama;KEN;MF;Tottenham;28;1991;$ 6.000.000,00;184;Midfielder - Defensive Midfield;right;Premier League;2;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;94,7;382;127;0;0;0;0;0;21;1;1;100;6;0;0;201920#
Harry Winks;ENG;MF;Tottenham;23;1996;$ 32.000.000,00;178;Midfielder - Defensive Midfield;right;Premier League;31;26;2221;0;0;0;0;0;0;0;0;0;14;2;0;14,3;0,57;0,08;0;0;1656;88,5;28421;7489;31;9;0;22;27;1840;14;22;63,6;6;0;0;201920#
Amine Adli;FRA;MF,FW;Toulouse;19;2000;$ 30.000,00;174;Midfielder - Right Midfield;right;Ligue 1;4;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;77,8;336;127;0;0;0;0;1;33;3;4;75;20;0;0;201920#
Kelvin Amian;FRA;DF;Toulouse;21;1998;$ 5.000.000,00;180;Defender - Right-Back;right;Ligue 1;20;17;1633;0;2;0;0;0;0,11;0,11;0;0,11;8;3;0;37,5;0,44;0,17;0;0;669;82,4;9533;3668;25;9;0;16;12;837;8;18;44,4;20;0;0;201920#
Janis Antiste;FRA;MF;Toulouse;16;2002;$ 1.000.000,00;180;Forward - Centre-Forward;left;Ligue 1;1;0;12;0;0;0;0;0;0;0;0;0;1;1;1;100;7,5;7,5;0;0;9;55,6;96;11;0;0;0;0;1;11;1;1;100;20;0;0;201920#
Quentin Boisgard;FRA;MF,FW;Toulouse;22;1997;$ 1.000.000,00;174;Midfielder - Attacking Midfield;right;Ligue 1;20;13;1146;1;1;0;0;0,08;0,08;0,16;0,08;0,16;18;2;2;11,1;1,41;0,16;0,06;0,5;507;79,1;5726;1759;15;0;0;15;15;691;42;54;77,8;20;0;0;201920#
BafodÈ DiakitÈ;FRA;DF;Toulouse;18;2001;$ 7.000.000,00;185;Defender - Centre-Back;right;Ligue 1;16;16;1366;2;0;0;0;0,13;0;0,13;0,13;0,13;11;5;0;45,5;0,72;0,33;0,18;0,4;669;84,9;11551;3783;23;9;0;14;15;805;6;9;66,7;20;0;0;201920#
Moussa Diarra;FRA;DF;Toulouse;18;2000;$ 35.000,00;183;Defender - Centre-Back;left;Ligue 1;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;73,2;823;276;0;0;0;0;3;65;0;0;0;20;0;0;201920#
Mathieu Dossevi;TOG;MF,FW;Toulouse;31;1988;$ 1.000.000,00;174;Forward - Right Winger;right;Ligue 1;26;20;1751;1;2;0;0;0,05;0,1;0,15;0,05;0,15;22;3;1;13,6;1,13;0,15;0,05;0,33;735;63;8149;2707;32;2;0;30;8;977;32;57;56,1;20;0;0;201920#
Ruben Gabrielsen;NOR;DF;Toulouse;27;1992;$ 80.000,00;186;Defender - Centre-Back;both;Ligue 1;8;8;656;0;0;0;0;0;0;0;0;0;4;1;0;25;0,55;0,14;0;0;278;84,2;4792;1859;7;4;0;3;5;354;3;3;100;20;0;0;201920#
Mathieu Goncalves;FRA;DF;Toulouse;18;2001;$ 600,00;178;Defender - Left-Back;left;Ligue 1;4;3;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;77,3;2090;758;8;4;0;4;1;169;1;1;100;20;0;0;201920#
Max Gradel;CIV;MF,FW;Toulouse;31;1987;$ 4.000.000,00;175;Forward - Left Winger;right;Ligue 1;21;19;1635;3;2;2;3;0,17;0,11;0,28;0,06;0,17;36;11;6;30,6;1,98;0,61;0,03;0,09;594;65,8;5942;2231;27;2;0;25;10;870;36;71;50,7;20;0;0;201920#
Nicolas Isimat-Mirin;FRA;DF;Toulouse;27;1991;$ 1.000.000,00;187;Defender - Centre-Back;right;Ligue 1;14;14;1260;1;0;0;0;0,07;0;0,07;0,07;0,07;3;3;0;100;0,21;0,21;0,33;0,33;495;85,7;9114;2661;29;15;1;14;16;677;1;1;100;20;0;0;201920#
Corentin Jean;FRA;DF;Toulouse;24;1995;$ 1.000.000,00;170;Forward - Centre-Forward;right;Ligue 1;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;55,6;88;22;0;0;0;0;0;12;0;1;0;20;0;0;201920#
Kouadio KonÈ;FRA;MF;Toulouse;18;2001;$ 5.000.000,00;180;Midfielder - Central Midfield;right;Ligue 1;13;11;875;0;0;0;0;0;0;0;0;0;9;1;0;11,1;0,93;0,1;0;0;383;82,8;5329;1378;19;1;0;18;20;520;12;15;80;20;0;0;201920#
Efthimis Koulouris;GRE;FW;Toulouse;23;1996;$ 2.000.000,00;186;Forward - Centre-Forward;right;Ligue 1;24;17;1541;4;2;0;0;0,23;0,12;0,35;0,23;0,35;40;15;0;37,5;2,34;0,88;0,1;0,27;496;73;5120;776;15;5;0;10;4;670;10;19;52,6;20;0;0;201920#
Aaron Leya Iseka;BEL;FW;Toulouse;21;1997;$ 2.000.000,00;182;Forward - Centre-Forward;right;Ligue 1;22;6;777;2;0;1;2;0,23;0;0,23;0,12;0,12;25;8;0;32;2,9;0,93;0,04;0,13;183;77,6;1881;252;6;1;0;5;2;300;7;13;53,8;20;0;0;201920#
Jean-Victor Makengo;FRA;MF,FW;Toulouse;21;1998;$ 3.000.000,00;177;Midfielder - Central Midfield;left;Ligue 1;19;12;988;2;0;0;0;0,18;0;0,18;0,18;0,18;14;4;0;28,6;1,28;0,36;0,14;0,5;447;83,4;5936;1495;10;1;0;9;3;569;17;31;54,8;20;0;0;201920#
Steven Moreira;FRA;DF;Toulouse;24;1994;$ 1.000.000,00;180;Defender - Right-Back;right;Ligue 1;17;16;1389;0;0;0;0;0;0;0;0;0;6;0;0;0;0,39;0;0;0;730;77,9;10401;4877;26;4;0;22;12;873;11;16;68,8;20;0;0;201920#
Nathan N'Goumou;FRA;FW,MF;Toulouse;19;2000;$ 45.000,00;182;Forward - Right Winger;right;Ligue 1;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;13;0;0;0;0;0;0;2;0;0;0;20;0;0;201920#
AgustÌn Rogel;URU;DF;Toulouse;21;1997;$ 1.000.000,00;190;Defender - Centre-Back;right;Ligue 1;10;9;858;0;0;0;0;0;0;0;0;0;3;0;0;0;0,31;0;0;0;338;87,3;5956;1981;21;9;0;12;1;428;1;1;100;20;0;0;201920#
Wesley Said;FRA;MF,FW;Toulouse;24;1995;$ 4.000.000,00;171;Forward - Centre-Forward;right;Ligue 1;23;14;1160;2;1;0;0;0,16;0,08;0,23;0,16;0,23;25;10;0;40;1,94;0,78;0,08;0,2;403;82,1;5315;1578;15;0;0;15;5;533;31;43;72,1;20;0;0;201920#
Ibrahim SangarÈ;CIV;MF;Toulouse;21;1997;$ 9.000.000,00;191;Midfielder - Defensive Midfield;right;Ligue 1;25;25;2175;0;1;0;0;0;0,04;0,04;0;0,04;20;5;2;25;0,83;0,21;0;0;1313;79,1;20665;6782;45;12;0;33;29;1616;37;52;71,2;20;0;0;201920#
Yaya Sanogo;FRA;FW;Toulouse;26;1993;$ 2.000.000,00;194;Forward - Centre-Forward;right;Ligue 1;15;9;910;3;1;1;1;0,3;0,1;0,4;0,2;0,3;24;10;0;41,7;2,37;0,99;0,08;0,2;177;70,1;1567;219;9;4;0;5;5;301;4;7;57,1;20;0;0;201920#
Kalidou SidibÈ;FRA;MF;Toulouse;20;1999;$ 2.000.000,00;200;Midfielder - Defensive Midfield;right;Ligue 1;4;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;83,3;677;221;0;0;0;0;0;51;1;1;100;20;0;0;201920#
Issiaga Sylla;GUI;DF;Toulouse;25;1994;$ 2.000.000,00;180;Defender - Left-Back;left;Ligue 1;28;28;2520;0;2;0;0;0;0,07;0,07;0;0,07;23;4;0;17,4;0,82;0,14;0;0;1461;73,9;18955;8113;87;10;1;77;46;1877;27;48;56,3;20;0;0;201920#
Adil Taoui;FRA;MF;Toulouse;17;2001;$ 25.000,00;179;Midfielder - Left Midfield;right;Ligue 1;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0;0;3,6;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;20;0;0;201920#
William Vainqueur;FRA;MF;Toulouse;30;1988;$ 1.000.000,00;179;Midfielder - Defensive Midfield;right;Ligue 1;21;21;1715;0;0;0;0;0;0;0;0;0;17;3;0;17,6;0,89;0,16;0;0;992;90,3;15308;3226;29;5;0;24;24;1200;30;35;85,7;20;0;0;201920#
Marco Ballarini;ITA;MF;Udinese;18;2001;$ 5.000,00;186;Midfielder - Central Midfield;right;Serie A;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;100;106;35;0;0;0;0;0;5;0;0;0;13;0;0;201920#
AntonÌn Bar·k;CZE;MF;Udinese;24;1994;$ 8.000.000,00;190;Midfielder - Attacking Midfield;left;Serie A;8;1;194;0;0;0;0;0;0;0;0;0;4;2;0;50;1,86;0,93;0;0;104;73,1;1160;334;6;1;0;5;0;135;6;6;100;13;0;0;201920#
Rodrigo Becao;BRA;DF;Udinese;23;1996;$ 4.500.000,00;191;Defender - Centre-Back;right;Serie A;29;24;2213;1;1;0;0;0,04;0,04;0,08;0,04;0,08;8;2;0;25;0,33;0,08;0,13;0,5;1042;86,3;18661;6731;50;22;0;28;30;1298;2;6;33,3;13;0;0;201920#
Sebastien De Maio;FRA;DF;Udinese;32;1987;$ 72.500,00;190;Defender - Centre-Back;right;Serie A;21;17;1500;0;0;0;0;0;0;0;0;0;9;3;0;33,3;0,54;0,18;0;0;661;80,6;11242;3817;44;23;0;21;20;850;2;3;66,7;13;0;0;201920#
Rodrigo De Paul;ARG;MF;Udinese;25;1994;$ 20.000.000,00;180;Midfielder - Central Midfield;right;Serie A;34;33;2822;7;6;0;0;0,22;0,19;0,41;0,22;0,41;86;30;3;34,9;2,74;0,96;0,08;0,23;1843;74,7;28748;7936;51;6;0;45;23;2268;55;96;57,3;13;0;0;201920#
Seko Fofana;CIV;MF;Udinese;24;1995;$ 9.000.000,00;183;Midfielder - Central Midfield;right;Serie A;32;24;2249;3;7;0;0;0,12;0,28;0,4;0,12;0,4;46;13;0;28,3;1,84;0,52;0,07;0,23;1078;87,6;17244;3340;27;1;0;26;16;1329;75;104;72,1;13;0;0;201920#
Mato Jajalo;BIH;MF;Udinese;31;1988;$ 80.000,00;182;Midfielder - Defensive Midfield;right;Serie A;26;19;1649;0;0;0;0;0;0;0;0;0;17;7;1;41,2;0,93;0,38;0;0;1028;81,9;16121;4254;33;11;0;22;14;1227;28;42;66,7;13;0;0;201920#
Kevin Lasagna;ITA;FW;Udinese;26;1992;$ 5.000.000,00;181;Forward - Centre-Forward;left;Serie A;36;28;2569;10;1;0;0;0,35;0,04;0,39;0,35;0,39;83;34;1;41;2,91;1,19;0,12;0,29;489;69,3;4891;722;23;1;0;22;15;836;14;40;35;13;0;0;201920#
Rolando Mandragora;ITA;MF;Udinese;22;1997;$ 12.000.000,00;183;Midfielder - Defensive Midfield;left;Serie A;26;24;2050;0;2;0;0;0;0,09;0,09;0;0,09;55;7;5;12,7;2,41;0,31;0;0;973;81;14239;3960;52;5;0;47;19;1245;13;30;43,3;13;0;0;201920#
Ilija Nestorovski;MKD;FW;Udinese;29;1990;$ 2.000.000,00;182;Forward - Centre-Forward;left;Serie A;28;15;1251;3;1;0;0;0,22;0,07;0,29;0,22;0,29;35;10;0;28,6;2,52;0,72;0,09;0,3;386;74,1;4590;850;14;2;0;12;4;540;9;16;56,3;13;0;0;201920#
